"","Team","Rk.x","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","Pace","FTr","3PAr","TS%","eFG%","TOV%","ORB%","FT/FGA","DRB%","Arena","Attend.","Attend./G","Rk.y","G","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","i"
"341","Milwaukee Bucks","23","26.9","28","54","31","51","-3.73","0.47","-3.26","106.2","110.1","96.1",".301",".135",".535",".502","15.7","30.5",".266","62.5","Bradley Center","660,939","",22,82,240.6,39.9,84.4,0.472,3.8,11.4,0.333,36,73,0.494,18.8,25.4,0.742,12.8,25.8,38.6,25.4,10.5,4.8,16.6,24.1,102.3,1993
"342","Minnesota Timberwolves","26","25.8","19","63","21","61","-7.78","0.16","-7.62","103.6","111.8","93.8",".344",".087",".535",".503","13.5","28.7",".269","66.3","Target Center","754,593","",27,82,242.1,37.1,79.6,0.466,2,6.9,0.292,35.1,72.7,0.483,21.9,27.4,0.798,11.5,26.9,38.3,24.4,7.9,5.5,17.3,24.7,98.1,1993
"343","New Jersey Nets*","12","27.3","43","39","45","37","1.26","-0.05","1.20","106.5","105.2","96.0",".319",".069",".522",".480","14.1","35.5",".240","69.5","Brendan Byrne Arena","620,416","",21,82,241.2,39.9,86.4,0.462,1.9,6,0.318,38,80.4,0.473,21.1,27.5,0.767,15.7,30.6,46.3,22.8,8.5,6.4,16.5,23.1,102.8,1993
"344","New York Knicks*","5","28.3","60","22","58","24","6.16","-0.29","5.87","106.1","99.7","94.5",".336",".088",".526",".444","14.9","33.1",".294","72.1","Madison Square Garden (IV)","804,840","",24,82,243,39.1,84.1,0.465,2.4,7.4,0.32,36.8,76.8,0.479,20.9,28.2,0.741,14,32.4,46.5,25.9,8.3,4.5,15.8,25.7,101.6,1993
"345","Orlando Magic","11","25.8","41","41","45","37","1.32","0.03","1.35","108.5","107.1","96.3",".372",".133",".554",".473","11.9","31.4",".232","68.8","Orlando Arena","621,191","",13,82,242.4,39.7,81.8,0.486,3.9,10.8,0.357,35.9,71,0.505,22.2,30.4,0.73,12.7,31.3,44,23.8,6.6,5.7,17.4,23.5,105.5,1993
"346","Philadelphia 76ers","24","27.1","26","56","26","56","-5.77","0.51","-5.25","104.6","110.4","98.5",".319",".133",".530",".504","13.3","28.1",".188","65.9","The Spectrum","515,284","",16,82,243,39.3,86.3,0.456,4,11.5,0.351,35.3,74.8,0.472,21.7,27.5,0.786,12.6,29.6,42.2,24.9,8.2,6.9,16.6,19.6,104.3,1993
"347","Phoenix Suns*","3","28.2","62","20","57","25","6.66","-0.39","6.27","113.3","106.7","99.8",".358",".154",".566",".496","13.9","33.0",".206","69.2","America West Arena","779,943","",1,82,240.6,42.6,86.5,0.493,4.9,13.4,0.363,37.8,73.1,0.516,23.3,31,0.753,13.9,30.6,44.5,25.5,9.2,5.5,16.6,21.2,113.4,1993
"348","Portland Trail Blazers*","7","28.2","51","31","49","33","3.11","-0.19","2.92","108.3","105.2","99.1",".347",".115",".526",".488","14.8","32.7",".237","71.0","Memorial Coliseum","528,408","12,888",4,82,242.7,41,89.5,0.458,3.4,10.3,0.326,37.6,79.3,0.475,23.2,31.1,0.745,15,30.6,45.5,24,9.4,5.2,14.8,23.1,108.5,1993
"349","Sacramento Kings","22","26.5","25","57","33","49","-3.17","0.17","-3.00","106.5","109.6","100.8",".337",".108",".530",".502","15.1","30.7",".292","66.7","ARCO Arena (II)","709,997","",6,82,241.2,41,88.6,0.463,3.2,9.6,0.332,37.8,79,0.478,22.7,29.8,0.762,13.9,27.8,41.7,25.3,9.4,4.2,16.6,25.4,107.9,1993
"350","San Antonio Spurs*","8","27.5","49","33","48","34","2.67","-0.46","2.21","109.6","106.8","95.4",".347",".102",".555",".477","12.3","27.8",".221","70.1","HemisFair Arena","658,337","",12,82,242.1,40.4,82.5,0.49,2.9,8.4,0.341,37.5,74,0.507,21.9,28.6,0.765,11.2,31,42.2,24.5,7.1,6.3,15,22.5,105.5,1993
"351","Seattle SuperSonics*","1","27.7","55","27","59","23","7.07","-0.42","6.66","112.3","104.9","96.0",".316",".085",".546",".489","16.4","35.5",".260","67.7","Seattle Center Coliseum","646,589","",5,82,241.2,42.4,87.1,0.486,2.7,7.4,0.357,39.7,79.6,0.498,21,27.5,0.761,14.9,27.5,42.4,23.2,11.5,5,15.5,24,108.3,1993
"352","Utah Jazz*","10","29.3","47","35","47","35","2.17","-0.43","1.74","109.6","107.4","96.5",".365",".061",".550",".487","13.9","31.0",".250","68.7","Delta Center","815,892","",11,82,240.9,40.7,83.3,0.489,1.6,5,0.314,39.1,78.2,0.5,23.3,30.4,0.766,12.7,30,42.7,26.5,9.1,4.2,15.5,24,106.2,1993
"353","Washington Bullets","25","26.1","22","60","23","59","-7.04","0.55","-6.49","103.6","110.8","97.7",".298",".082",".523",".510","13.6","28.8",".219","67.1","Capital Centre","558,966","",23,82,241.5,40.3,86.2,0.467,2.1,7,0.301,38.1,79.1,0.482,19.2,25.7,0.748,12.6,28.3,40.8,25.7,8.2,4.4,16.1,21.9,101.9,1993
"354","Atlanta Hawks*","4","28.7","57","25","56","26","5.27","-0.33","4.94","107.2","101.7","94.2",".294",".118",".523",".475","16.0","34.6",".185","67.7","Omni Coliseum","537,547","",11,82,240.9,39.6,85.8,0.461,3.3,10.1,0.323,36.3,75.7,0.48,19,25.2,0.752,15.2,29.5,44.8,25.1,11.2,5.5,15.3,19.8,101.4,1994
"355","Boston Celtics","19","27.8","32","50","29","53","-4.28","0.01","-4.28","104.2","108.7","95.6",".284",".068",".521",".494","13.7","29.3",".238","67.8","Boston Garden","604,867","",16,82,242.7,40.6,86.1,0.472,1.7,5.8,0.289,39,80.2,0.486,17.8,24.4,0.73,12.6,29,41.7,23.5,8.2,5.4,15.1,22.5,100.8,1994
"356","Charlotte Hornets","17","27.6","41","41","40","42","-0.22","-0.01","-0.23","108.4","108.6","97.5",".301",".129",".543",".492","13.2","29.2",".205","67.0","Charlotte Coliseum","971,609","",4,82,241.8,41.2,86.6,0.476,4.1,11.2,0.367,37.1,75.4,0.493,19.9,26,0.764,12.4,30.2,42.6,27,8.8,4.8,15.4,21.3,106.5,1994
"357","Chicago Bulls*","11","27.7","55","27","50","32","3.09","-0.22","2.87","106.1","102.7","91.9",".273",".097",".526",".482","15.3","33.8",".225","70.8","Chicago Stadium","760,816","",22,82,241.2,39.6,83.1,0.476,2.8,8,0.354,36.7,75.1,0.489,16,22.7,0.705,13.9,29.2,43.1,25.6,9,4.3,15.9,21.3,98,1994
"358","Cleveland Cavaliers*","9","27.9","47","35","52","30","4.02","-0.39","3.64","109.4","105.1","91.7",".335",".121",".537",".484","14.5","31.8",".215","69.0","Coliseum at Richfield","753,686","",12,82,242.1,38.2,82.1,0.465,3.6,9.9,0.362,34.6,72.2,0.48,21.2,27.5,0.77,13.3,28.7,42,25,8.6,5.2,13.9,20.7,101.2,1994
"359","Dallas Mavericks","27","25.3","13","69","19","63","-8.70","0.50","-8.19","100.4","109.6","94.5",".275",".109",".492",".513","15.8","33.7",".283","66.1","Reunion Arena","526,414","",27,82,240.6,37.3,86.2,0.432,2.9,9.4,0.312,34.3,76.8,0.447,17.7,23.7,0.747,15.5,26.2,41.7,19.9,9.4,3.6,17,24.5,95.1,1994
"360","Denver Nuggets*","16","24.8","42","40","45","37","1.49","0.05","1.54","103.9","102.3","96.1",".357",".088",".524",".453","13.4","32.2",".252","69.6","McNichols Sports Arena","673,738","",19,82,240.9,38.5,82.7,0.465,2.1,7.3,0.285,36.4,75.4,0.483,21.2,29.5,0.718,13.5,31.2,44.7,21.5,8.3,8.4,17.3,23.5,100.3,1994
"361","Detroit Pistons","26","27.5","20","62","21","61","-7.78","0.33","-7.46","102.7","110.9","94.2",".244",".148",".511",".493","12.8","28.4",".262","66.1","The Palace of Auburn Hills","806,641","",24,82,240.6,38.6,85.6,0.452,4.4,12.7,0.344,34.3,72.9,0.47,15.3,20.9,0.731,12.5,28.3,40.8,21.5,7.3,3.8,15.1,23.6,96.9,1994
"362","Golden State Warriors*","15","25.0","50","32","46","36","1.74","0.01","1.76","108.3","106.5","99.1",".322",".120",".542",".488","14.7","32.9",".210","64.4","Oakland-Alameda County Coliseum Arena","616,025","",2,82,241.2,42.8,87.1,0.492,3.5,10.5,0.339,39.3,76.7,0.512,18.6,28.1,0.664,14.4,29.2,43.6,26.8,9.8,6.2,17.5,21.8,107.9,1994
"363","Houston Rockets*","6","28.1","58","24","53","29","4.32","-0.12","4.19","105.9","101.4","95.0",".294",".191",".545",".458","13.3","27.6",".192","69.7","The Summit","615,227","",13,82,241.2,39,82.1,0.475,5.2,15.7,0.334,33.8,66.4,0.508,17.9,24.1,0.743,11.3,31.9,43.2,25.5,8.7,5.9,16.3,20.1,101.1,1994
"364","Indiana Pacers*","10","27.2","47","35","51","31","3.45","-0.19","3.26","107.8","104.2","93.3",".366",".077",".547",".471","14.9","34.4",".267","68.0","Market Square Arena","531,812","",15,82,240.9,38.6,79.5,0.486,2.2,6.1,0.368,36.4,73.4,0.496,21.5,29.1,0.738,13.8,29.4,43.2,25.1,8.6,5.6,17.6,24.1,101,1994
"365","League Average","","27.3","","","41","41","0.00","0.00","0.00","106.3","106.3","95.1",".315",".117",".528",".485","14.3","32.2",".232","67.8","","664,663","",NA,82,241.1,39.3,84.4,0.466,3.3,9.9,0.333,36,74.5,0.483,19.6,26.6,0.734,13.9,29.1,43,24.4,8.9,5.2,16,22.2,101.5,1994
"366","Los Angeles Clippers","20","27.0","27","55","26","56","-5.72","0.44","-5.28","102.9","108.6","99.6",".297",".116",".521",".494","14.0","30.4",".213","64.1","Los Angeles Memorial Sports Arena","471,034","",9,82,241.2,40.8,87.4,0.467,3.1,10.1,0.303,37.7,77.2,0.488,18.4,26,0.709,13.7,29.4,43,26.5,9.8,5.1,18,21.6,103,1994
"367","Los Angeles Lakers","18","26.5","33","49","29","53","-4.29","0.36","-3.93","104.8","109.3","95.5",".269",".110",".503",".492","14.3","33.2",".240","63.2","Great Western Forum","545,915","",17,82,240.9,40.1,89.2,0.45,2.9,9.8,0.3,37.2,79.4,0.468,17.2,24,0.717,15.4,26.9,42.2,24.2,9.2,5.6,14.6,22.9,100.4,1994
"368","Miami Heat*","13","26.0","42","40","48","34","2.67","-0.27","2.40","109.5","106.7","93.8",".322",".145",".538",".479","14.5","35.3",".284","69.1","Miami Arena","617,242","",7,82,241.5,39,84.1,0.464,4.1,12.2,0.338,34.9,71.9,0.485,21.3,27.1,0.785,15.1,29.4,44.4,22.6,7.8,4.6,16,24.7,103.4,1994
"369","Milwaukee Bucks","22","26.1","20","62","24","58","-6.48","0.24","-6.24","102.5","109.3","94.5",".320",".150",".512",".513","15.7","31.1",".254","66.5","Bradley Center","634,047","",25,82,240.3,37.1,83,0.447,4,12.4,0.325,33.1,70.6,0.469,18.7,26.6,0.702,13.7,26.3,40,23.7,9.8,5,16.4,22.2,96.9,1994
"370","Minnesota Timberwolves","23","26.2","20","62","23","59","-6.93","0.38","-6.55","101.9","109.2","94.7",".352",".085",".525",".488","12.8","30.1",".259","68.0","Target Center","733,419","",26,82,240.6,36.4,79.7,0.457,2.2,6.8,0.329,34.2,72.9,0.469,21.7,28.1,0.772,12.1,28.6,40.6,24,7.3,5.4,18,24.6,96.7,1994
"371","New Jersey Nets*","14","26.6","45","37","47","35","2.20","-0.08","2.11","107.2","104.9","95.5",".351",".096",".515",".475","13.5","34.0",".212","69.1","Brendan Byrne Arena","658,304","",8,82,241.8,38.6,86.8,0.445,2.7,8.3,0.327,35.9,78.4,0.458,23.2,30.4,0.762,15.9,31.2,47,23.2,8.5,7,14.6,20.6,103.2,1994
"372","New York Knicks*","2","28.9","57","25","60","22","6.99","-0.50","6.48","105.7","98.2","92.8",".311",".135",".527",".451","16.0","34.4",".261","71.4","Madison Square Garden (IV)","810,193","",21,82,240.9,37.8,82.1,0.46,3.9,11.1,0.348,33.9,71.1,0.477,19.1,25.6,0.746,14.3,31,45.3,25.2,9.2,4.7,16.6,24.4,98.5,1994
"373","Orlando Magic*","8","25.8","50","32","52","30","3.89","-0.21","3.68","110.8","106.7","95.2",".341",".165",".547",".479","13.3","33.8",".214","66.3","Orlando Arena","626,931","",6,82,240.6,40.7,83.9,0.485,4.8,13.9,0.347,35.9,70.1,0.513,19.4,28.6,0.678,14.4,28.7,43.1,25.2,8.3,5.6,16.2,20.9,105.7,1994
"374","Philadelphia 76ers","25","27.2","25","57","21","61","-7.62","0.25","-7.37","101.7","109.7","95.7",".310",".138",".518",".502","12.8","28.0",".177","66.6","The Spectrum","491,769","",23,82,241.5,37.8,83.2,0.455,3.9,11.5,0.338,34,71.7,0.474,18.4,25.8,0.714,12.3,29.2,41.5,22.3,8.1,6.4,16.7,18.1,98,1994
"375","Phoenix Suns*","5","28.7","56","26","54","28","4.84","-0.17","4.68","111.7","106.8","96.7",".325",".147",".548",".493","13.5","35.2",".202","69.3","America West Arena","779,952","",1,82,240.3,41.8,86.3,0.484,4.2,12.7,0.33,37.6,73.6,0.511,20.4,28.1,0.728,14.9,29.9,44.8,27.6,9.1,5.6,15.9,20,108.2,1994
"376","Portland Trail Blazers*","12","28.6","47","35","48","34","2.63","-0.04","2.60","108.1","105.5","98.8",".323",".104",".518",".490","14.8","34.4",".235","70.8","Memorial Coliseum","528,408","",3,82,240.9,41.1,90.6,0.454,3.3,9.4,0.353,37.8,81.2,0.466,21.7,29.2,0.743,15.9,30,45.9,25.2,9.1,5,14.8,22.3,107.3,1994
"377","Sacramento Kings","21","26.7","28","54","26","56","-5.77","0.44","-5.32","103.3","109.2","97.5",".326",".104",".516",".499","14.2","30.4",".252","66.4","ARCO Arena (II)","710,497","",14,82,240.9,38.8,85.7,0.452,3.1,8.9,0.353,35.6,76.8,0.464,20.4,28,0.731,13.7,28.6,42.3,24.7,8.2,4.3,16.3,24.1,101.1,1994
"378","San Antonio Spurs*","3","29.0","55","27","56","26","5.26","-0.21","5.05","110.4","104.6","90.1",".322",".107",".537",".467","11.7","35.6",".196","70.5","Alamodome","904,190","",20,82,241.2,38.8,81.6,0.475,3,8.7,0.349,35.7,72.9,0.49,19.5,26.2,0.742,14.5,31.7,46.2,23.1,6.8,5.5,14.6,20.3,100,1994
"379","Seattle SuperSonics*","1","28.1","63","19","64","18","9.09","-0.41","8.68","111.1","101.5","95.1",".344",".105",".547",".479","18.2","34.4",".272","67.3","Seattle Center Coliseum","601,369","",5,82,240.6,40.7,84.2,0.484,3,8.8,0.335,37.8,75.4,0.501,21.6,29,0.745,14,27.2,41.2,25.8,12.8,4.5,15.4,23.3,105.9,1994
"380","Utah Jazz*","7","29.4","53","29","53","29","4.22","-0.12","4.10","108.6","104.1","93.1",".354",".083",".537",".469","14.6","31.3",".267","68.4","Delta Center","814,502","",10,82,241.8,39.1,82.1,0.477,2.2,6.8,0.32,36.9,75.2,0.491,21.5,29,0.74,12.9,29.1,42,26.6,9.2,4.4,14.5,24.2,101.9,1994
"381","Washington Bullets","24","25.8","24","58","22","60","-7.38","0.25","-7.13","104.5","112.2","95.9",".317",".109",".529",".526","14.0","31.2",".206","66.2","US Airways Arena","619,756","",18,82,240.3,39,83.2,0.468,2.7,9.1,0.297,36.3,74.2,0.489,19.7,26.4,0.748,13.1,26.7,39.8,22.2,8.5,3.9,17.1,20.9,100.4,1994
"382","Atlanta Hawks*","12","28.2","42","40","45","37","1.28","-0.22","1.06","106.6","105.2","89.8",".292",".237",".525",".495","15.6","31.6",".215","68.4","Omni Coliseum","504,807","",24,82,242.1,36.4,81.5,0.447,6.6,19.3,0.341,29.8,62.2,0.48,17.2,23.8,0.724,13.5,27.7,41.2,21.4,9,5,14.9,22,96.6,1995
"383","Boston Celtics*","18","27.2","35","47","36","46","-1.88","-0.04","-1.92","108.6","110.6","94.0",".331",".144",".537",".512","13.6","33.1",".235","68.6","Boston Garden","606,070","",11,82,241.5,38.8,83.5,0.464,4.4,12,0.368,34.4,71.5,0.48,20.8,27.7,0.753,14.1,28.3,42.4,21.7,7.5,4.4,15.9,24.1,102.8,1995
"384","Charlotte Hornets*","9","28.0","50","32","50","32","3.28","-0.41","2.87","109.6","106.1","91.2",".317",".219",".562",".485","13.8","26.0",".202","68.5","Charlotte Coliseum","971,618","",15,82,241.5,37.2,78.5,0.474,6.8,17.2,0.397,30.4,61.3,0.495,19.4,24.9,0.777,10.1,29.2,39.4,25.3,7.6,4.9,14.9,20.5,100.6,1995
"385","Chicago Bulls*","5","28.1","47","35","54","28","4.83","-0.51","4.32","109.5","104.3","92.0",".308",".177",".546",".488","16.7","32.9",".263","68.2","United Center","926,218","",12,82,241.8,38.9,81.8,0.476,5.4,14.5,0.373,33.5,67.4,0.498,18.3,25.2,0.726,13.5,28,41.5,24,9.7,4.3,15.8,23.9,101.5,1995
"386","Cleveland Cavaliers*","14","28.3","43","39","43","39","0.62","-0.07","0.55","105.3","104.6","84.8",".317",".165",".520",".493","15.0","31.8",".224","72.4","Gund Arena","833,850","",27,82,243,33.6,76.3,0.441,4.9,12.6,0.385,28.8,63.7,0.452,18.4,24.2,0.76,12.7,27.3,40,20.4,7.7,4.3,14.3,20.7,90.5,1995
"387","Dallas Mavericks","19","24.3","36","46","33","49","-2.90","0.51","-2.39","107.6","110.6","94.7",".301",".163",".509",".519","13.7","38.9",".208","69.8","Reunion Arena","678,433","",9,82,243,39.4,89.5,0.44,4.7,14.6,0.322,34.6,74.9,0.463,19.8,27,0.734,18.5,29.7,48.1,23.7,7.1,4.2,16.4,22.1,103.2,1995
"388","Denver Nuggets*","13","26.6","41","41","43","39","0.84","0.11","0.96","109.1","108.2","91.5",".357",".180",".556",".487","13.2","32.0",".257","70.2","McNichols Sports Arena","704,011","",13,82,243.7,37.8,78.8,0.479,5,14.1,0.356,32.7,64.6,0.507,20.7,28.1,0.738,12.7,29.3,42,22.4,8,7.1,16.8,25.2,101.3,1995
"389","Detroit Pistons","25","26.9","28","54","22","60","-7.29","0.21","-7.08","105.1","112.9","93.2",".293",".210",".538",".510","14.2","28.3",".299","65.8","The Palace of Auburn Hills","719,090","",21,82,240.6,37.3,80.9,0.461,6,17,0.354,31.3,63.9,0.49,17.5,23.7,0.741,11.7,26.9,38.6,22.8,8.6,5.1,16.1,26.2,98.2,1995
"390","Golden State Warriors","22","26.0","26","56","27","55","-5.41","0.51","-4.90","106.7","112.2","97.9",".348",".233",".547",".522","13.9","30.3",".216","66.5","Oakland-Alameda County Coliseum Arena","616,025","",6,82,242.7,39.2,83.8,0.468,6.7,19.5,0.341,32.6,64.3,0.507,20.6,29.2,0.704,13.4,28.9,42.3,24.6,7.9,4.8,18.3,22,105.7,1995
"391","Houston Rockets*","11","28.5","47","35","47","35","2.12","0.20","2.32","109.7","107.4","94.2",".310",".267",".568",".489","13.9","26.9",".199","67.7","The Summit","653,389","",8,82,240.6,38.5,80.2,0.48,7.9,21.4,0.368,30.6,58.8,0.521,18.6,24.9,0.749,10.7,29.8,40.5,25.1,8.8,6.3,16.1,20.9,103.5,1995
"392","Indiana Pacers*","8","28.7","52","30","52","30","3.70","-0.34","3.35","109.6","105.6","90.0",".383",".158",".557",".493","15.8","32.8",".237","68.6","Market Square Arena","654,428","",18,82,241.2,36.4,76.2,0.477,4.6,12,0.38,31.8,64.2,0.496,21.9,29.1,0.751,12.8,27.9,40.7,22.9,8.6,4.4,16.3,23.6,99.2,1995
"393","League Average","","27.2","","","41","41","0.00","0.01","0.01","108.3","108.3","92.9",".332",".188",".543",".500","14.6","31.4",".245","68.6","","685,305","",NA,82,241.9,38,81.5,0.466,5.5,15.3,0.359,32.5,66.2,0.491,19.9,27.1,0.737,13,28.5,41.6,23.4,8.3,5.2,15.9,23.5,101.4,1995
"394","Los Angeles Clippers","27","24.9","17","65","18","64","-9.16","0.73","-8.43","101.5","111.1","94.3",".302",".153",".508",".526","16.6","29.6",".290","65.7","Los Angeles Memorial Sports Arena","438,244","",23,82,242.4,37.3,84,0.444,4,12.8,0.315,33.3,71.2,0.468,18,25.4,0.71,13,25.3,38.3,22,9.6,5.3,16.3,26.2,96.7,1995
"395","Los Angeles Lakers*","15","25.9","48","34","40","42","-0.22","0.21","-0.01","109.1","109.4","95.2",".292",".210",".539",".500","14.8","31.3",".224","64.4","Great Western Forum","591,125","",7,82,242.7,40,86.4,0.463,6.4,18.2,0.352,33.6,68.2,0.493,18.6,25.3,0.735,13.7,28.2,42,25.3,9.1,6.9,15.2,23.6,105.1,1995
"396","Miami Heat","17","27.1","32","50","36","46","-1.63","-0.21","-1.85","108.2","109.9","92.9",".317",".175",".540",".510","14.9","31.7",".264","68.7","Miami Arena","598,761","",14,82,241.5,38.3,82.2,0.467,5.3,14.4,0.369,33,67.8,0.487,19.1,26,0.736,13.3,27.7,41,21.7,8.1,3.6,15.7,24.4,101.1,1995
"397","Milwaukee Bucks","21","25.7","34","48","29","53","-4.37","0.07","-4.30","106.2","110.9","92.7",".343",".205",".537",".530","15.3","31.3",".230","68.3","Bradley Center","670,720","",17,82,242.1,36.9,80.3,0.459,6,16.5,0.366,30.8,63.9,0.483,19.6,27.5,0.712,13,26.7,39.6,21.2,8.2,4.4,17,22.7,99.3,1995
"398","Minnesota Timberwolves","26","25.4","21","61","18","64","-9.00","0.78","-8.22","102.6","112.4","91.4",".379",".163",".532",".510","14.8","27.7",".280","64.1","Target Center","603,518","",26,82,241.2,34,75.8,0.449,3.9,12.4,0.313,30.2,63.5,0.475,22.2,28.7,0.775,10.8,25.5,36.3,21.7,7.4,4.9,17.1,25.3,94.2,1995
"399","New Jersey Nets","20","27.5","30","52","32","50","-3.13","-0.14","-3.28","105.2","108.6","92.3",".342",".192",".519",".493","12.4","33.3",".217","70.9","Brendan Byrne Arena","684,102","",22,82,242.4,35.8,82.2,0.436,5,15.8,0.319,30.8,66.4,0.464,21.3,28.1,0.759,14.8,31.3,46.1,23,6.6,6.7,15.9,22.5,98.1,1995
"400","New York Knicks*","10","29.4","55","27","50","32","3.11","-0.33","2.78","107.2","103.8","91.2",".331",".226",".550",".468","14.4","28.6",".281","70.8","Madison Square Garden (IV)","810,283","",20,82,241.2,36.4,78,0.467,6.5,17.6,0.368,29.9,60.3,0.496,18.9,25.8,0.734,11.3,30.2,41.5,25.1,7.2,4.7,15.9,25.6,98.2,1995
"401","Orlando Magic*","3","26.6","57","25","59","23","7.06","-0.62","6.44","115.1","107.8","95.1",".357",".205",".569",".490","13.3","34.0",".220","68.4","Orlando Arena","656,410","",1,82,243,42.2,84.1,0.502,6.4,17.2,0.37,35.8,66.9,0.535,20.1,30.1,0.669,14,30,44,27.8,8.2,6,15.8,21,110.9,1995
"402","Philadelphia 76ers","23","25.1","24","58","27","55","-5.07","0.01","-5.06","104.1","109.7","91.0",".323",".142",".521",".500","14.6","32.3",".235","66.1","CoreStates Spectrum","507,806","",25,82,241.5,36,80.2,0.448,4.3,11.4,0.379,31.6,68.8,0.46,19.1,25.9,0.737,13.5,27.2,40.7,19.1,7.8,7,16.5,22.4,95.4,1995
"403","Phoenix Suns*","6","29.2","59","23","51","31","3.88","-0.02","3.86","114.5","110.4","95.9",".338",".227",".567",".515","14.0","29.7",".228","69.8","America West Arena","779,943","",2,82,241.8,40.9,85,0.482,7.1,19.3,0.369,33.8,65.6,0.515,21.7,28.7,0.756,12.5,29.3,41.8,26.8,8.4,3.8,14.2,22.4,110.6,1995
"404","Portland Trail Blazers*","7","29.3","44","38","52","30","3.82","-0.02","3.80","109.7","105.7","93.8",".313",".177",".521",".491","14.8","37.1",".277","73.5","Memorial Coliseum","529,759","",10,82,240.3,39.2,87,0.451,5.6,15.4,0.365,33.6,71.6,0.469,19,27.2,0.697,16.5,29.8,46.3,22.5,8.1,5.7,14.8,24.7,103.1,1995
"405","Sacramento Kings","16","26.4","39","43","38","44","-1.00","0.26","-0.74","105.5","106.5","92.3",".359",".160",".538",".481","15.0","32.1",".280","67.0","ARCO Arena (II)","709,997","",19,82,242.1,36.9,78.8,0.468,4.4,12.6,0.346,32.5,66.2,0.491,20.1,28.3,0.711,13.1,28.4,41.4,22.2,7.9,5.6,17.7,24.9,98.2,1995
"406","San Antonio Spurs*","4","29.0","62","20","57","25","5.96","-0.06","5.90","111.7","105.4","94.6",".372",".173",".562",".485","13.0","30.9",".214","72.3","Alamodome","920,413","",4,82,242.1,39.5,81.5,0.484,5.3,14.1,0.375,34.2,67.4,0.507,22.4,30.3,0.738,12.5,32.5,45,23.4,8,5.6,15.2,22.8,106.6,1995
"407","Seattle SuperSonics*","1","28.7","57","25","61","21","8.18","-0.27","7.91","114.8","106.3","95.5",".380",".194",".575",".492","16.1","32.6",".278","68.7","Tacoma Dome","633,604","",3,82,241.8,40.4,82.2,0.491,6,15.9,0.376,34.4,66.3,0.519,23.7,31.3,0.758,13,28.5,41.5,25.8,11.2,4.8,15.8,25.2,110.4,1995
"408","Utah Jazz*","2","29.6","60","22","61","21","7.99","-0.23","7.76","114.3","105.7","92.6",".392",".126",".587",".496","15.5","29.1",".292","72.5","Delta Center","811,159","",5,82,241.2,39.5,77.3,0.512,3.7,9.8,0.376,35.9,67.5,0.531,23.6,30.3,0.781,10.7,29.4,40.1,27.5,9.2,4.8,15.7,24.9,106.4,1995
"409","Washington Bullets","24","24.5","21","61","26","56","-5.60","0.04","-5.56","105.4","111.3","94.5",".292",".183",".529",".512","14.9","29.3",".262","66.7","US Airways Arena","689,463","",16,82,242.1,38.7,84.1,0.46,5.3,15.4,0.343,33.5,68.7,0.487,17.8,24.5,0.724,12.7,27.1,39.8,21.3,7.9,4.9,15.9,23.8,100.5,1995
"410","Atlanta Hawks*","14","28.1","46","36","45","37","1.22","0.07","1.29","109.4","108.0","89.6",".302",".239",".534",".512","16.3","34.0",".217","67.1","Omni Coliseum","496,668","",18,82,240.6,36.4,81.3,0.448,6.9,19.5,0.355,29.5,61.8,0.477,18.6,24.5,0.757,14.4,26.2,40.6,19.6,9.4,3.9,15,20.9,98.3,1996
"411","Boston Celtics","21","26.3","33","49","32","50","-3.40","0.03","-3.37","106.4","109.9","96.2",".329",".209",".534",".511","14.3","28.8",".258","70.0","FleetCenter","730,842","",5,82,242.7,38.6,84.7,0.456,6.6,17.7,0.371,32,66.9,0.478,19.9,27.9,0.714,12.8,29.6,42.4,21.9,8,5,15.9,24.9,103.6,1996
